title,type,description,release_year,age_certification,runtime,genres,production_countries,imdb_score,tmdb_score
Si saben cómo me pongo ¿Pa' qué me invitan?,MOVIE,"Four mismatched couples meet at an exclusive resort in search of new adventures to improve their relationship. All of them will do their best to find the balance with their better half, but to achieve it they will have to overcome the difficult tests that love poses.",2022,,89,['comedy'],['CO'],4.5,6
Sounds Like Love,MOVIE,"Fashion assistant Maca has just about got her life together after a devastating breakup, when Leo, the man who broke her heart returns. Seeking support from best friends, Adriana and Jime, all three will learn love can be complicated.",2021,,110,"['comedy', 'music', 'romance', 'drama']",['ES'],5.4,6.6
Game Changer,MOVIE,"A city is populated by several clans of gangsters running various businesses in black markets. Each clan wants to be the absolute ruler, but under the reign of Big Boss who collects criminal tariffs from theme, the equilibrium among them is maintained not unlike the equity between the lawless and the lawful.  Tee, Kid, Tuek and Sim, a gang of computer-game addicteds, became menions of Big Boss. When Big Boss abruptly died, Tee is about to inform his team, but he hesitates and decides to hide this fact from the rest. So that he may play another game with his peers and satisfy Big Boss’ last wish.",2021,,102,"['comedy', 'crime', 'drama', 'romance', 'thriller']",['TH'],4.3,6.72
Cosmic Sin,MOVIE,"In the year 2524, four centuries after humans started colonizing the outer planets, retired General James Ford gets called back into service when a hostile alien fleet attacks soldiers on a remote planet. The threat against mankind soon escalates into an interstellar war as Ford and a team of elite soldiers try to stop the imminent attack before it's too late.",2021,R,88,"['action', 'scifi']",['US'],2.5,4.2
Bright: Samurai Soul,MOVIE,"Izo, a Ronin, and Raiden, an orc, work to bring a young elf girl and the wand she carries to the land of the elves in the north.",2021,PG-13,80,"['fantasy', 'animation', 'action', 'thriller']",['JP'],5.5,5.6
Riverdance: The Animated Adventure,MOVIE,A young Irish boy named Keegan and Spanish girl named Moya journey into a magical world of the Megaloceros Giganteus who teach them to appreciate Riverdance as a celebration of life. Based on the stage show phenomenon of the same name and featuring Bill Whelan’s multi-platinum Grammy Award-winning music.,2021,,86,"['animation', 'fantasy', 'music', 'action', 'comedy', 'family']",['CA'],5.5,5.8
One Lagos Night,MOVIE,"A desperate man attempts to burglarize the home of a wealthy woman, but finds himself face-to-face with a crew of armed robbers who have the same idea.",2021,,103,"['crime', 'comedy']",['NG'],6.7,2
Tony Parker: The Final Shot,MOVIE,"The background and career of Tony Parker, whose determination led him to become arguably the greatest French basketball player.",2021,,98,"['documentation', 'sport']",['FR'],6.7,7.2
Valley of a Thousand Hills,MOVIE,"A young woman who comes from a conservative village must choose between living a lie to stay the perfect Zulu daughter, or risk her life for true love. Nosipho has a secret. She is a loving daughter held up as an example in her community, with a domineering father who has chosen a potential husband for her. But her soulmate and one true love is a woman.",2022,,98,['drama'],[],6.1,2
Bankrolled,MOVIE,"While blind drunk, two unemployed millennials entrepreneurs drunkenly post a video pitch about their revolutionary app to a crowdfunding site. When the app catches fire and they accidentally raise millions of dollars they actually have to create the app.",2021,,97,['comedy'],['MX'],4.1,5.759
The Future Diary,SHOW,"In this reality series, complete strangers meet and receive a diary holding the script to their very own love story. Will true romance follow?",2021,TV-PG,34,"['reality', 'romance']",['JP'],7.1,5.6
Red,MOVIE,"When civil engineer Siddharth is arrested for a murder on the basis of a pictorial evidence, cops discover his lookalike Aditya and realize they have only 48 hours to solve the case.",2021,,146,['thriller'],['IN'],,7.6
Extinct,MOVIE,"Op and Ed, two adorable donut-shaped animals - flummels - accidentally time-travel from 1835 to modern-day Shanghai.  There they discover traffic, trans fats, and worst of all, that flummels are now extinct. It's up to this bumbling pair to save themselves and their species...and, just maybe, change the course of history.",2021,,85,"['animation', 'comedy', 'family', 'action']","['US', 'CA', 'CN']",5.5,6.5
The Wonderful: Stories from the Space Station,MOVIE,"In unusual circumstances, scientists from different countries work together to achieve a common scientific goal. Locked in their spinning space lab, they are isolated from the world — family and friends - and can only watch from the outside as life on Earth continues without them. The space station is a monument not only to the weaknesses of humanity, but also to its ability to do the impossible for the sake of life in space.",2021,,129,['documentation'],['US'],,7
Plaza Catedral,MOVIE,"The 42-year-old Alicia is a grief-stricken woman, a grief that has caused her to be estranged from society. Her world is turned upside down when a 14-year-old boy who looks after people's cars, stumbles into her house, bleeding.",2022,,94,"['drama', 'thriller']",['PA'],6.7,6.6
In Good Hands,MOVIE,"Diagnosed with a terminal illness, a single mother encounters a suave bachelor as she grapples with the future of her headstrong six-year-old.",2022,,104,"['drama', 'romance', 'family', 'comedy']",['TR'],5.7,6.8
He's Expecting,SHOW,"When a successful ad executive who's got it all figured out becomes pregnant, he's forced to confront social inequities he'd never considered before.",2022,TV-PG,26,"['comedy', 'drama', 'fantasy', 'romance']",['JP'],2.8,4.7
This Is the Night,MOVIE,"In the summer of 1982, as all of Staten Island anticipates the opening of a blockbuster boxing movie, an Italian-American family must confront its greatest challenges.",2021,R,100,"['drama', 'comedy']",['US'],5.4,6.2
Dwindle,MOVIE,"Dwindle is a film based on the story of Sogo and Buta, two friends who hijack a car and venture into cabbing and how their lives take a drastic turn when their path runs into assassins who have just kidnapped the state governor.",2021,,126,['comedy'],[],4.7,
A Cowgirl's Song,MOVIE,"An aspiring but adrift teen singer goes to live with her grandmother, once a country music legend, but has fallen on hard times after the death of her husband five years earlier. Together, they overcome adversity and find redemption through their love of music.",2022,PG,93,"['drama', 'music']",['US'],5.3,3.9
The Loud House Movie,MOVIE,The Loud family travel to Scotland and discover they are descendants of Scottish royalty as they move into their giant ancestral castle.,2021,G,83,"['comedy', 'fantasy', 'thriller', 'music', 'family', 'action', 'drama', 'animation']",['US'],6.1,7.4
Sodium Day,MOVIE,A tumultuous day in the life of a mixed bag of students at a poor government school on the Cape Flats called John Shelby High.,2022,,100,"['comedy', 'drama']",['ZA'],6.5,
The Trip 6,MOVIE,"The last year High School excursion is the walk where anything can happen, but the last year High School excursion with the parents, that is the last straw. And since Álvaro Castaño knows that security is better than the police, he decides to travel with his family to watch over his daughter Sarita, however, his mother-in-law, Raquel, is not willing to allow it and also embarks in the plan . On the paradisiacal beaches of San Andrés, Álvaro Castaño will become Sara's nightmare and the sensation for the excursion, while his sexy mother-in-law of him will be the one to steal the show. El Paseo 6, the last yeat High School excursion, because the luck of the grandmother, the High School girls wish it.",2021,,97,['comedy'],['CO'],3.2,6.92
A Week Away,MOVIE,"With nowhere left to go, Will Hawkins finds himself at camp for the first time. His instinct is to run, but he finds a friend, a father figure, and even a girl who awakens his heart. Most of all, he finally finds a home.",2021,,94,"['drama', 'family']",['US'],5.7,6.944
Just Say Yes,MOVIE,Incurable romantic Lotte's life is upended when her plans for a picture-perfect wedding unravel--just as her self-absorbed sister gets engaged.,2021,,97,"['comedy', 'romance']",['NL'],4.5,6.5
"Mom, Don't Do That!",SHOW,"After her husband's death, a 60-year-old mom decides to find love again to the joy and annoyance of her two daughters. Based on a true story.",2022,TV-MA,54,"['comedy', 'drama', 'romance']",['TW'],6.1,8.263
Lady Boss: The Jackie Collins Story,MOVIE,"In 1968, Jackie Collins published her first novel The World Is Full of Married Men to remarkable success and immediate scandal. Over the next decades, Collins would go on to build an empire writing books where female agency came first. Jackie Collins’ women were unapologetic about their needs and their sexual desire, and to her devoted readers, Collins became a symbol of the effortless power that defined her heroines.",2021,,96,['documentation'],"['US', 'GB']",6.8,6.3
Tughlaq Durbar,MOVIE,"A budding politician has devious plans to rise in the ranks, until he suddenly develops an alter ego that interferes with his every crooked move.",2021,,145,"['comedy', 'drama', 'thriller']",['IN'],5.3,6.3
Jana Gana Mana,MOVIE,"Ramanagara wakes up to a series of events that shocks the entire Nation. In this crisis, two individuals with two different perspectives on law and justice intervene to define the truth.",2022,,162,"['drama', 'thriller', 'crime']",['IN'],8.3,7.19
Deep,MOVIE,Four insomniac med school students are lured into a neuroscience experiment that spirals out of control and must find a way out before it’s too late.,2021,,101,"['scifi', 'drama', 'thriller']",['TH'],4.9,6.3
The Falls,MOVIE,"After having to quarantine together during COVID-19, a mother and daughter are forced to confront their personal obstacles and relationship tensions.",2021,,129,['drama'],['TW'],7,6.659
Revelations: The Masters of the Universe: Revelation Aftershow,SHOW,"Take a behind-the-scenes look at ""Masters of the Universe: Revelation"" as showrunner Kevin Smith and others interview the cast about their iconic roles.",2021,TV-PG,25,['action'],['US'],,4.1
Elite Short Stories: Samuel Omar,SHOW,"Away from school, during the winter holidays, three stories take place while the Las Encinas students celebrate Christmas.",2021,,12,"['comedy', 'drama']",['ES'],6.1,6.676
137 Shots,MOVIE,"In this documentary, law enforcement faces scrutiny as Americans demand justice after police violence claims multiple Black lives in Cleveland.",2021,R,104,"['crime', 'documentation']",[],6.4,6.5
This Is Not a Comedy,MOVIE,"A comedian finds new meaning in his life when his best friend asks him to be her sperm donor, and he meets a girl who connects with the cosmos.",2021,,105,"['drama', 'comedy']",['MX'],5,6.225
Gymnastics Academy: A Second Chance!,SHOW,"Kyra Berry, a 14 year old USA gymnast arrives in Australia to try and win a scholarship at an elite Gymnastics Academy. It's a second chance but also her last.",2022,TV-PG,26,"['drama', 'family', 'sport']",['AU'],6.4,8.3
The Getaway King,MOVIE,"An action crime comedy set in the last days of communism in Poland, a story of folk-hero thief, who escaped 29 times from cops. Naymro was living on his own terms against the system. But love and collapsing Berlin Wall changed everything.",2021,,100,"['action', 'comedy', 'crime', 'drama']",['PL'],6.5,6.639
Back to 15,SHOW,"Unhappy at work and in her personal life, Anita discovers a way to travel back to age 15. What will she change in her past?",2022,TV-14,38,"['drama', 'comedy']",['BR'],6.7,6.396
Off the Hook,SHOW,"Realizing they both have a toxic relationship to the Internet, roommates Léa and Manon decide to do the unthinkable: abandon all devices for 30 days.",2022,TV-MA,33,"['comedy', 'romance']",['FR'],6.4,6.889
In for a Murder,MOVIE,"Magda, who long ago abandoned her career for the sake of her family, lives in Podkowa Lesna, near Warsaw. One evening, she accidentally discovers the body of a murdered woman in a park. The deceased has a W-shaped pendant around her neck - identical to the one belonging to her long-lost friend, Weronika. In the background of the murder, there are famous names of a businessman and a candidate for senator. The official investigation is conducted by commissioner Jacek Sikora, Magda's former friend, once in love with her. Since his biggest challenge so far has been bicycle thieves, the corpse in the park is far beyond him. Magda, a compulsive crime fiction reader, begins her own investigation. On the trail of the murderer and unraveling the mystery, their paths will cross many times. A handsome veterinarian will also appear on the horizon.",2021,,105,"['comedy', 'thriller', 'drama', 'scifi']",['PL'],5.4,6.3
Pet Stars,SHOW,Follow talent management company Pets on Q as they work with the biggest animal influencers on social media in this reality series,2021,TV-PG,27,"['reality', 'family']",['US'],5.4,7
The Land,MOVIE,"In contemporary Poland, people from different social classes face apparently common situations that end up making them mad.",2021,,103,"['drama', 'comedy']",['PL'],6.2,5.3
The Phantom,MOVIE,"Carlos DeLuna was arrested in 1993 aged 21 for the murder of Wanda Lopez, and protested his innocence until his execution, declaring that it was another Carlos who committed the crime.",2021,,81,"['documentation', 'crime']",['US'],6.5,5.9
My Love: Six Stories of True Love,SHOW,"Inspired by the acclaimed Korean documentary My Love, Don't Cross That River, the poignant series MY LOVE documents a year in the lives of six elderly couples from around the world. Globe-trotting through Brazil, India, Japan, Korea, the U.S., and Spain, the six-part docuseries gets to the heart of long-lasting love.",2021,TV-PG,70,"['reality', 'documentation', 'romance']",['US'],7.4,3.5
The Photographer: Murder in Pinamar,MOVIE,"The murder of photographer José Luis Cabezas in the summer of 1997 deeply shakes Argentina, and ends up revealing a mafia scheme in which the political and economic powers  appear to be involved.",2022,,105,"['documentation', 'crime']",['AR'],6.7,7.7
Heart Shot,MOVIE,Teenagers Nikki and Sam are in love and planning their future together — until Nikki's dangerous past returns to threaten everything.,2022,PG-13,18,"['romance', 'crime']",['US'],,5.7
Trese After Dark,MOVIE,"Stars and creators gather to discuss ""Trese,"" from its Filipino folklore inspirations to the comic's beginnings and its journey to an anime series.",2021,PG-13,36,['documentation'],['PH'],,5.667
The Last Paradiso,MOVIE,"In 1950s Italy, a farmer's dream of improving workers’ living conditions collapses when he falls for a landowner's daughter. Based on true events.",2021,,107,"['drama', 'romance']",['IT'],5.7,5.9
The Big Shot Game Show,SHOW,"Brazilian entrepreneurs pitch their ideas to an audience and celebrity judges. But to win R$200,000, they’ll also have to navigate tough challenges.",2022,,48,['reality'],['BR'],6.2,6
Jane Fonda & Lily Tomlin: Ladies Night Live,MOVIE,"Jane Fonda and Lily Tomlin host an iconic celebration of women in comedy with stand-up sets from Cristela Alonzo, Margaret Cho, Michelle Buteau and more.",2022,PG-13,60,"['comedy', 'documentation']",['US'],5.6,5.6
The Boss Baby: Back in the Crib,SHOW,"Framed for a corporate crime, an adult Ted Templeton turns back into the Boss Baby to live undercover with his brother, Tim, posing as one of his kids.",2022,TV-Y7,24,"['comedy', 'animation', 'family', 'fantasy']",['US'],6.1,7.337
Yara,MOVIE,"The murder of 13-year-old Yara Gambirasio shocks the little town of Brembate di Sopra, Italy. To bring the culprit to justice, prosecutor Letizia Ruggeri has only a bit of DNA without a database to compare it to. Based on a true story.",2021,,96,"['crime', 'thriller', 'drama']",['IT'],6.2,6.3
The Catholic School,MOVIE,"Three well-off young men—former students at Rome’s prestigious all-boys Catholic high school San Leone Magno—brutally tortured, raped, and murdered two young women in 1975. The event, which came to be known as the Circeo massacre, shocked and captivated the country, exposing the violence and dark underbelly of the upper middle class at a moment when the traditional structures of family and religion were seen as under threat.",2021,,107,"['drama', 'documentation']",['IT'],5.7,6.204
Diorama,MOVIE,"As miscommunication and temptations abound, a couple's once-passionate marriage slowly unravels, narrated through humorous dioramas.",2022,,100,"['drama', 'romance']",['SE'],5.4,6.115
Joel Kim Booster: Psychosexual,MOVIE,"Joel Kim Booster's first Netflix comedy special, talking about the cultural nuances of being Asian as he gets older and much more.",2022,,67,"['comedy', 'documentation']",[],5.9,6.5
Buried by the Bernards,SHOW,"In this reality series, the bickering but big-hearted Bernards manage their budget-friendly Memphis funeral home with lots of family dramedy and laughter while helping grieving families say farewell.",2021,TV-14,25,['reality'],['US'],7.2,6.875
Amandla,MOVIE,"Amandla is an anti-apartheid resistance slogan and means power. Apartheid in South Africa is still in full force when, in 1987, the two brothers Impi and Nkosana grew up on a farm as the sons of servants. The white owners are liberal people who aren't too particular about racial segregation. Black Africans have it relatively good there. Even a tender love bond develops between Impi and the blond daughter Elizabeth. But they have to be on their guard when neighboring farmers come to visit. When three racist upstart Boers arrive on the farm one day, tragic incidents occur with terrible consequences. The two Zulu boys are now on their own. Several years after surviving this childhood tragedy, the now grown brothers each find themselves on the opposing sides of the law. One is a gangster, the other is a police officer. A heinous gang crime tests their loyalty to one another.",2022,,106,"['drama', 'crime']","['ZA', 'CA']",5.6,5.8
Panayotis Pascot: Almost,MOVIE,Those who still see him as an innocent teen TV correspondent are in for a surprise: French comic Panayotis Pascot is all grown up and ready to get real.,2022,R,79,"['comedy', 'documentation']",['FR'],7.3,7.593
Russell Howard: Lubricant,SHOW,This two-part special features comic Russell Howard's delayed-yet-delighted return to the stage and a look at his life during an unexpected lockdown.,2021,,63,['comedy'],['GB'],7.1,4.5
Stuck Apart,MOVIE,"Entrenched in a midlife crisis, Aziz seeks solace from his mundane job, lonesome friends and rowdy family while pretending to have his act together.",2021,R,96,"['comedy', 'drama']",['TR'],6,6.1
The Puppet Master: Hunting the Ultimate Conman,SHOW,"In this harrowing docuseries, a cruel conman masquerading as a British spy manipulates and steals from his victims, leaving ruined families in his wake.",2022,TV-MA,42,"['documentation', 'crime']",['GB'],6.9,6.6
Angèle,MOVIE,"Belgian pop star Angèle reflects on her life and hopes as she finds balance amid the tears, joys and loneliness of fame. Told through her own words.",2021,R,84,"['music', 'documentation']","['FR', 'BE']",7,7.1
Still Out of My League,MOVIE,"After breaking up with her dreamboat, Marta finds love with an artist. But life throws a few twists into the mix for the ailing woman and her friends.",2021,,113,"['romance', 'comedy', 'drama']",['IT'],5.6,6.6
The Action Pack Saves Christmas,MOVIE,The Action Pack teams up with Santa Claus to save the day when greedy Teddy Von Taker plots to steal all of the Christmas cheer from Hope Springs.,2022,G,28,"['animation', 'family']",['US'],4.9,4
Jump Like a Witch,SHOW,Female celebrities gather on court to learn from seasoned coaches and train for victory as members of a newly formed amateur basketball team.,2022,TV-PG,92,['reality'],['KR'],,3.5
La Vocera,MOVIE,"A healer chosen to heal an ailing country. The Spokeswoman (La Vocera), the one who carries our voices is Maria de Jesús Patricio, the first indigenous woman to aspire to the presidency in Mexico. Her journey also tells the story behind the Indigenous Government Council's fight to preserve nature and for a new way of understanding progress in the world today.",2021,,82,['documentation'],['MX'],7.1,6.5
Kedibone,MOVIE,"An exotically beautiful Sotho girl, Kedibone Manamela, chooses to live her youth on the fast lane. Veiled from her loyal childhood boyfriend's eyes, she bounces between being a good girl in the township and the 'it' girl on the high end of Johannesburg streets. A dark threat looms over the day when the news of Kedibone's escapades reaches the young man.",2022,,94,['drama'],['ZA'],4.4,5
One,MOVIE,"Story of Kadakkal Chandran, the Chief Minister of Kerala whose uncompromising attitude towards corruption and his dictatorial actions has gained him a lot of enemies. The events gets more intense when he faces an allegation.",2021,,151,"['thriller', 'drama']",['IN'],6.5,6.1
The Griot,MOVIE,A shy but skilled storyteller comes to blows with his best friend who tries to take credit for his tales and win the heart of the woman they both love.,2021,,109,['drama'],[],7.2,2
The Seventh Day,MOVIE,"A renowned exorcist teams up with a rookie priest for his first day of training. As they plunge deeper into hell on earth, the lines between good and evil blur, and their own demons emerge.",2021,R,87,['horror'],['US'],4.5,5.4
Outlaws,MOVIE,Introverted Girona student Nacho meets two delinquents from the city's Chinatown and gets caught up in a summer onslaught of burglaries and hold ups that will change his life.,2021,R,125,"['crime', 'action', 'thriller']",['ES'],6.9,6.9
Crazy About Her,MOVIE,"After a magical night together, Adri voluntarily turns himself into the psychiatric institution where Carla lives.",2021,,102,"['comedy', 'romance']",['ES'],6.6,7.2
The Rational Life,SHOW,"Shen Ruo Xin is a thirty-something professional who decides to take a stand against unfair societal expectations At her workplace she finds herself drawn  to two different  men - one  her trusted, younger assistant, the other her bachelor boss.  Knowing she is considered a 'leftover woman' weighs heavily on her.  Will  she opt to marry the man society deems appropriate, or will she listen to her heart and screw up the courage to pursue a romance with the younger man?",2021,,46,"['drama', 'romance']",['CN'],8,8
Surviving Paradise: A Family Tale,MOVIE,"As the Kalahari Desert faces a worsening dry season, prides, packs and herds of all kinds must rely on the power of family to survive.",2022,,78,['documentation'],"['GB', 'US']",7.5,6.9
Anonymously Yours,MOVIE,"After an accidental text message turns into a digital friendship, Vale and Alex start crushing on each other without realizing they've met in real life.",2021,R,101,"['drama', 'romance']",['MX'],5.7,7.7
How to Be A Cowboy,SHOW,"Dale Brisby uses social media savvy and rodeo skills to keep cowboy traditions alive and now he's teaching the world how to cowboy right, ol' son.",2021,TV-PG,25,['reality'],['US'],7.4,6
Hating Peter Tatchell,MOVIE,"The powerful and inspiring true story of the controversial human rights campaigner whose provocative acts of civil diso bedience rocked the British establishment, revolutionised attitudes to homosexuality and exposed world tyrants. As social attitudes change and history vindicates Peter's stance on gay rights, his David versus Goliath battles gradually win him status as a national treasure. The film follows Peter as he embarks on his riskiest crusade yet by seeking to disrupt the FIFA World Cup in Moscow to draw attention to the persecution of LGBT+ people in Russia and Chechnya.",2021,,91,['documentation'],"['GB', 'AU']",7.6,6.7
The Family That Sings Together: The Camargos,SHOW,"Surrounded by family and friends, Zezé Di Camargo and daughter Wanessa spend time together and collaborate creatively in this exclusive reality series.",2021,,47,"['reality', 'music']",['BR'],5.5,4.5
Spycraft,SHOW,"The spy game is a serious business, and throughout history, the tools and technologies developed for it have mattered as much as the spies themselves.",2021,TV-MA,34,['documentation'],['US'],6.7,6.9
Nafsi,MOVIE,A friendship is put in jeopardy when a mutual agreement goes south,2021,,137,['drama'],[],7.8,
CBI 5: The Brain,MOVIE,"Series of bucket-killing murders happening in the city. Failure to resolve by police, a team of CBI Officers under CBI officer Sethurama Iyer take up the investigation to resolve the never experienced mystery.",2022,,163,"['thriller', 'crime']",['IN'],5.6,5.333
Catherine Cohen: The Twist...? She's Gorgeous,MOVIE,Put on your pink rhinestone rompers for a sparkling evening of comedy cabaret with Catherine Cohen filmed at the iconic Joe’s Pub in New York City.,2022,,61,"['comedy', 'music', 'documentation']",[],5.4,6.8
Thar,MOVIE,A mysterious stranger arrives in a village situated in the Thar desert and crosses paths with a veteran cop investigating a case of brutal killings.,2022,,108,"['action', 'thriller', 'drama', 'western', 'crime']",['IN'],6.1,6.3
Liss Pereira: Adulting,MOVIE,"Comedian Liss Pereira gets real about relationships, adulthood and being somewhere in between — not perfect, but not so bad — in a world of extremes.",2022,,63,['comedy'],['CO'],6.7,2
Mobile Suit Gundam Hathaway,MOVIE,"After Char's rebellion, Hathaway Noa leads an insurgency against Earth Federation, but meeting an enemy officer and a mysterious woman alters his fate.",2021,PG-13,96,"['drama', 'scifi', 'animation', 'action', 'romance']",['JP'],6.6,7.4
My Little Pony: Make Your Mark,SHOW,"Welcome back to Equestria, where pony magic is everywhere. With friends Zipp, Sunny, Izzy, Pipp and Hitch leading the way, adventure is sure to follow!",2022,TV-Y,36,"['comedy', 'scifi', 'fantasy', 'drama', 'animation', 'music', 'family']",['US'],6,8.778
"Canto para no llorar, Arelys Henao",SHOW,"Against all odds, a young Arelys Henao pursues her dream of a singing career in this music-packed drama inspired by the Colombian icon's early life.",2022,TV-MA,47,"['music', 'drama']",['CO'],7.5,2
The River Runner,MOVIE,"Legendary kayaker Scott Lindgren attempts to complete an extreme, unprecedented whitewater expedition 20-years-in-the-making. When a brain tumor derails his goals, he sinks into the darkness of his own trauma only to discover that healing, like any expedition, is not a destination but a journey.",2021,,86,"['documentation', 'action']",[],6.9,6.136
The Champion of Auschwitz,MOVIE,"It is 1940. The first transport of prisoners arrives at the newly created concentration camp Auschwitz. One of them is Tadeusz “Teddy” Pietrzykowski, pre-war boxing champion of Warsaw. The camp officers force him to fight in the ring for his and other prisoners’ lives. However, his every win strengthens the hope that Nazis are not invincible. Auschwitz officers notice the growing resistance. The confrontation with the authorities of the camp becomes inevitable.",2021,,91,"['drama', 'history', 'sport']",['PL'],6.7,7.8
A Farewell to Ozark,MOVIE,"Jason Bateman, Laura Linney and other cast members open up about the show's characters and creators, plus what they'll miss most.",2022,R,31,['documentation'],['US'],,6.8
Michael Che: Shame the Devil,MOVIE,"Michael Che returns to the stage in Oakland and tackles American patriotism, Black leadership, jealous exes, loose bears, mental health and more.",2021,,58,['comedy'],[],6.5,6.875
Just Short of Perfect,MOVIE,"A divorced lawyer falls for a charismatic cardiologist. But when their difference in size leads to family friction, is she ready to listen to her heart?",2021,,94,"['comedy', 'romance']",['BR'],5.4,6.206
The Witcher: Fireplace,MOVIE,"After keeping many a Witcher warm in the Great Hall at Kaer Morhen, these soothing flames offer a perfect backdrop for a cozy vibe. Fire magic, indeed.",2021,,59,[],['US'],,5.5
Sam Smith: Love Goes – Live at Abbey Road Studios,MOVIE,"Grammy-winning artist Sam Smith gives an intimate, soulful and chilling performance at the iconic Abbey Road Studios. This experience features songs from their third album and more.",2021,,61,"['music', 'documentation']",['US'],,8.265
Buffoon,MOVIE,Two Koothu artistes become pawns in a political power game and are falsely implicated in a drug smuggling case. For how long can they evade a determined police hunt?,2022,,119,"['drama', 'comedy']",['IN'],5.2,7
Larva Pendant,MOVIE,"This silly short-film sequel to ""Larva Island"" and ""The Larva Island Movie"" follows farting friends Red and Yellow's bumbling misadventures in the city.",2022,,33,"['comedy', 'family', 'animation']",[],,7.19
Desterro,MOVIE,"The couple Laura and Israël have a five-year-old son, Lucas. They live together but seem to have lost interest in one another's thoughts and cares. Their relationship seems headed for the rocks, and the only one who seems to still be looking for something from life is Lucas.",2021,,122,"['crime', 'drama']","['BR', 'PT', 'AR']",5.2,
Sex: Unzipped,MOVIE,"Rap superstar Saweetie hosts a celebration of sexual health and positivity, with help from expert educators, candid stand-ups and uninhibited puppets.",2021,,59,"['comedy', 'documentation']",['US'],3.1,4
What Happened to Mr Cha?,MOVIE,"With the peak of his career long behind him, an actor clings to his past glory — until a sudden wake-up call forces him to face who he's become.",2021,,102,"['comedy', 'drama']",['KR'],4.4,6.9
"My Brother, My Sister",MOVIE,"When their father's will forces them to live together, siblings Nik and Tesla — and Tesla's kids — try to overcome their differences to become a family.",2021,,110,['drama'],['IT'],6,6.5
A World Without,MOVIE,"Founded by the power couple, Ali and Sofia Khan, The Light is a training center that claims to be a self-betterment organization, focused on helping youths take charge of their life for a brighter future. But when three best friends join this organization, they soon realize that dark shadows lurk behind The Light and must find a way to escape.",2021,,106,"['thriller', 'drama', 'scifi']",['ID'],4,4.5
The Nutty Boy,SHOW,Nutty Boy is an out-of-the-box kid with big ideas who loves involving everyone in his adventures — even though they don't usually go as planned!,2022,TV-G,12,"['animation', 'family', 'comedy']",['BR'],8.3,6.6
Shadow Parties,MOVIE,A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,2021,,116,"['action', 'thriller']",['NG'],7,
Collision Course,MOVIE,"A heart-thumping tale told in 24 hours that dives deep into the lives of a law enforcement agent, a young man and some rogue elements. It explores the seedy underbelly of rogue law enforcement officers and the atrocious results as they collide head on with a frustrated young man and a conflicted member of the police force. It’s a race against time in a haze of palpable tension, a powder keg tethering on the brink of imminent combustion.",2022,,80,"['drama', 'action']","['GB', 'NG']",7,3.5
Snoop Dogg's F*cn Around Comedy Special,MOVIE,Snoop Dogg hosts a night of music and stand-up as he welcomes his friends — including legendary comedians Katt Williams and Mike Epps — to the stage.,2022,,67,"['comedy', 'music', 'documentation']",[],5.2,5
Oprah + Viola: A Netflix Special Event,MOVIE,"In this special event, Oprah Winfrey sits down with actor Viola Davis for an interview about her memoir, ""Finding Me.""",2022,,48,['documentation'],['US'],7.5,7.3
Irul,MOVIE,"A dark rainy night, an empty house, a stranded couple and an unknown man. A sleek game of the cat and the mouse starts playing on, as the three of them find a dead body in the basement.",2021,,91,['thriller'],['IN'],5.8,5.7
Elite Short Stories: Phillipe Caye Felipe,SHOW,"Away from school, during the winter holidays, three new stories take place while the Las Encinas students celebrate Christmas.",2021,,13,"['comedy', 'drama', 'romance']",['ES'],6.2,6.792
Chris Distefano: Speshy Weshy,MOVIE,"Fueled by six martinis and a sold-out crowd, comedian Chris Distefano talks getting yelled at on social media, and why he is waiting for his dad to die.",2022,,36,['comedy'],[],6.4,6.2
Where Is Marta?,SHOW,"Teenager Marta del Castillo's disappearance made headlines in Spain. Family, friends, police and more weigh in on a case that is still unresolved.",2021,,63,"['crime', 'thriller', 'documentation']",['ES'],6.8,7.188
Amy Tan: Unintended Memoir,MOVIE,"Amy Tan has established herself as one of America’s most respected literary voices. Born to Chinese immigrant parents, it would be decades before the author of The Joy Luck Club would fully understand the inherited trauma rooted in the legacies of women who survived the Chinese tradition of concubinage.",2021,,101,['documentation'],['US'],7.8,8.3
Here and There,MOVIE,"As the community quarantine puts the nation on hold, a political science major and a student working part time as a delivery driver butt heads online – but soon find themselves falling for each other. Will their love survive once it’s taken offline?",2021,,98,"['romance', 'drama']",['PH'],6.7,4.8
The Lost Lotteries,MOVIE,Five down-on-their-luck strangers must band together to steal back winning lottery tickets worth millions from a wicked mafia boss.,2022,,106,"['comedy', 'crime']",['TH'],5.4,6
Kumari,MOVIE,"The world of Kumari, who is married off far away in Kanhirangat, a cursed land beyond Illymala, in the west. A naive Kumari arrives in the cursed land, where people are ready to sacrifice their lives to preserve tradition and power.",2022,,137,"['thriller', 'horror']",[],6.4,
African America,MOVIE,"Upon discovering her acceptance into Julliard, Nompumelelo, a cynical South African, embezzles funds from her workplace and abandons her fiancé to live out her Broadway dream in New York City only to discover that 2017 U.S.A. is not as welcoming as she had dreamed. There she learns about true love, true happiness, and true citizenship.",2021,,96,['drama'],['ZA'],5.6,2
